LFQ intensity 1_14012022_20220114150835	LFQ intensity 2_14012022	LFQ intensity 3_14012022	LFQ intensity 4_14012022	LFQ intensity 5_14012022	LFQ intensity 6_14012022	LFQ intensity 7_14012022	LFQ intensity 8_14012022	LFQ intensity 9_14012022	LFQ intensity 10_14012022	LFQ intensity 11_14012022	LFQ intensity 12_14012022	LFQ intensity 13_14012022	LFQ intensity 14_14012022	LFQ intensity 15_14012022	LFQ intensity 16_14012022	LFQ intensity 17_14012022	LFQ intensity 18_14012022	LFQ intensity 19_14012022	LFQ intensity 20_14012022	LFQ intensity 21_14012022	LFQ intensity 22_14012022	LFQ intensity 23_14012022	LFQ intensity 24_14012022	LFQ intensity 25_14012022	LFQ intensity 26_14012022	LFQ intensity 27_14012022	LFQ intensity 28_14012022_20220119082438	LFQ intensity 29_14012022_20220119110854	LFQ intensity 30_14012022_20220119135302	LFQ intensity 31_14012022_20220119163708	LFQ intensity 32_14012022_20220119192113	LFQ intensity 33_14012022_20220119220519	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
20.766845703125	22.9266738891602	NaN	21.9759635925293	22.9409866333008	23.2499580383301	23.6443843841553	23.4655055999756	22.1473712921143	21.5754718780518	NaN	22.120475769043	22.5346908569336	21.1948432922363	NaN	NaN	23.2981014251709	21.8502597808838	NaN	NaN	NaN	20.0812187194824	20.8970394134521	20.8297386169434	22.3497314453125	21.6799011230469	24.0725917816162	22.1280498504639	22.7790050506592	23.0656414031982	22.772777557373	20.7487010955811	23.1298580169678				28	28	28	50.3	50.3	50.3	67.033	0	323.31	1717300000	510	P04003;A6PVY5;F2Z2V7	P04003	C4b-binding protein alpha chain	C4BPA	192
26.0783462524414	25.3490829467773	NaN	23.9176158905029	25.6239395141602	25.5536212921143	25.1038951873779	24.1909160614014	25.910083770752	24.0803394317627	25.3838996887207	24.9309825897217	25.8912220001221	25.8329906463623	24.3050079345703	25.4967384338379	NaN	25.4344711303711	NaN	23.6499843597412	24.2929153442383	25.4699516296387	23.8614540100098	26.5767230987549	25.9582138061523	26.7990951538086	23.8510990142822	26.5563564300537	25.4632625579834	26.3450450897217	26.2470073699951	25.7982540130615	26.8243236541748				23	23	23	44.6	44.6	44.6	54.305	0	323.31	11393000000	1415	P04004;F5GX75;H0YJW9;CON__Q3ZBS7	P04004	Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B	VTN	193
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.4020385742188	NaN	NaN	17.3616180419922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				4	4	4	19.4	19.4	19.4	38.714	0	18.071	4435100	9	P04083;Q5T3N1;Q5T3N0	P04083;Q5T3N1;Q5T3N0	Annexin A1;Annexin	ANXA1	194
22.332462310791	23.2458591461182	NaN	23.0890331268311	23.9775352478027	24.8026237487793	25.4026908874512	25.0625820159912	24.6171169281006	21.630542755127	23.0245704650879	23.1805744171143	23.7562351226807	21.8980731964111	22.1198425292969	23.1416454315186	24.3819217681885	22.6174869537354	NaN	19.2905502319336	22.3005886077881	22.5212593078613	20.3466777801514	23.3970203399658	22.6993083953857	23.471471786499	25.7037448883057	23.617733001709	24.1829090118408	24.3349723815918	22.9519824981689	23.1299686431885	24.5884647369385				263	263	263	57	57	57	515.6	0	323.31	20344000000	5006	P04114;A8MUN2;A0A669KB70;CON__ENSEMBL:ENSBTAP00000032840	P04114	Apolipoprotein B-100;Apolipoprotein B-48	APOB	195
21.16330909729	20.2319850921631	NaN	20.5688533782959	20.9536170959473	20.2208137512207	20.1902675628662	NaN	20.4975547790527	NaN	20.7741050720215	20.3943538665771	20.456033706665	19.956880569458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.558708190918	NaN	20.9947261810303	NaN	21.05397605896	NaN	21.1971263885498	20.2882766723633	21.275260925293	19.4359951019287	20.946138381958	21.1730422973633				6	6	6	23	23	23	49.577	0	50.865	106830000	76	P04180;J3QSE5;I3L1Q6;J3QKT0	P04180;J3QSE5	Phosphatidylcholine-sterol acyltransferase	LCAT	196
24.6901912689209	24.3850212097168	24.7150249481201	24.38942527771	24.6125679016113	24.3020820617676	24.1275463104248	24.4105396270752	25.3430290222168	24.4356174468994	25.0336380004883	24.6342811584473	25.0091953277588	25.0138034820557	25.2461929321289	25.0205574035645	23.9641094207764	25.0839557647705	23.3737163543701	23.6374359130859	24.6042194366455	23.3262195587158	23.3448925018311	23.8804492950439	23.3772945404053	24.3743133544922	21.931713104248	24.4877529144287	22.8128604888916	23.8641014099121	23.6977405548096	22.8273372650146	23.7791652679443				24	24	24	40.6	40.6	40.6	59.578	0	323.31	3875500000	528	P04196	P04196	Histidine-rich glycoprotein	HRG	197
18.5576438903809	18.5105934143066	NaN	18.4044933319092	18.4231243133545	18.5651397705078	NaN	18.5327129364014	18.4531421661377	18.272346496582	NaN	18.5969257354736	18.4314727783203	18.3827514648438	NaN	NaN	18.5911636352539	18.44358253479	NaN	NaN	NaN	NaN	NaN	18.8385200500488	18.121057510376	NaN	NaN	NaN	18.2451629638672	18.7286319732666	18.1121234893799	19.0510177612305	18.4601993560791				4	4	4	7.7	7.7	7.7	54.253	0	10.008	25049000	13	P04217;M0R009	P04217;M0R009	Alpha-1B-glycoprotein	A1BG	198
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				28	1	0	47.7	3	0	60.066	0	15.661	9556400	3	P04259	P04259	Keratin, type II cytoskeletal 6B	KRT6B	199
24.384822845459	23.5622062683105	NaN	24.6969432830811	23.2288627624512	23.7455043792725	24.3530616760254	23.1831512451172	23.9809379577637	24.266637802124	24.6296768188477	24.558650970459	22.6873111724854	24.5598754882813	23.5033664703369	24.6959362030029	25.2461929321289	24.4496631622314	23.674976348877	24.7725849151611	24.9399738311768	23.7728366851807	24.5694694519043	24.2183017730713	24.8683948516846	23.8833427429199	23.4281578063965	24.7232265472412	24.7575073242188	25.1448383331299	25.0916004180908	23.9647274017334	24.0694007873535			+	41	39	29	64.6	64.6	53.3	66.038	0	323.31	4520000000	1090	P04264;CON__P04264;CON__H-INV:HIT000016045	P04264;CON__P04264	Keratin, type II cytoskeletal 1	KRT1	200
21.856466293335	21.1660079956055	NaN	22.5288143157959	21.9776058197021	21.7961807250977	21.7824878692627	22.1005630493164	22.0509243011475	23.4047069549561	22.6271839141846	22.9571113586426	23.2095680236816	23.1577529907227	21.515905380249	23.052152633667	20.9845409393311	21.5372524261475	20.2228183746338	20.9761734008789	20.3449459075928	22.2091960906982	23.2759704589844	22.0309314727783	22.4441738128662	20.9949340820313	21.4416694641113	20.8941555023193	21.5783767700195	20.9987945556641	21.8351860046387	22.4416446685791	21.8172607421875				16	16	16	57.6	57.6	57.6	36.053	0	323.31	736630000	244	P04406;E7EUT5	P04406;E7EUT5	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	201
26.1157894134521	25.6291198730469	23.9248809814453	25.9366989135742	25.3543395996094	24.8666515350342	25.1649589538574	25.3651962280273	25.6020965576172	25.8034114837646	25.6070175170898	25.6244411468506	24.5153274536133	25.0822086334229	26.0237121582031	24.8255615234375	24.001184463501	24.8519096374512	26.1074333190918	25.3374252319336	25.792854309082	25.7808170318604	26.3735504150391	26.1430282592773	25.0687446594238	26.1004104614258	24.922477722168	24.9524269104004	25.0692768096924	23.8779258728027	24.1706619262695	25.3407554626465	24.2278785705566				16	16	16	49.2	49.2	49.2	21.275	0	323.31	8451100000	1173	P05090;C9JF17;C9JX71;F8WBT9	P05090;C9JF17	Apolipoprotein D	APOD	202
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	11.8	11.8	11.8	10.834	0.0069204	3.4156	13333000	16	P05109	P05109	Protein S100-A8;Protein S100-A8, N-terminally processed	S100A8	203
19.0891819000244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.2248687744141	18.6964244842529	17.9114036560059	18.116039276123	19.1269416809082	18.3976573944092	17.8906555175781	18.1048755645752	NaN	19.1736278533936	NaN	NaN	NaN	19.8521518707275	NaN	NaN	NaN	21.271276473999	NaN	NaN	18.1652603149414	17.5990695953369	NaN				7	7	7	20.7	20.7	20.7	45.674	0	55.405	42160000	45	P05154;G3V5I3;G3V264;G3V2M1;G3V482;G3V265	P05154	Plasma serine protease inhibitor	SERPINA5	204
18.0156879425049	18.6357669830322	NaN	18.9577598571777	18.990701675415	NaN	18.6903324127197	18.9364070892334	18.5281791687012	20.3624954223633	18.6942157745361	18.6354484558105	19.0921020507813	NaN	NaN	18.8827991485596	19.9401988983154	19.3352947235107	NaN	NaN	NaN	NaN	18.9639797210693	17.9978847503662	19.1213607788086	NaN	19.5161075592041	NaN	19.6692199707031	19.4179019927979	19.4778919219971	18.3567695617676	19.994104385376				6	6	6	10	10	10	57.07	0	30.943	63269000	40	P05546	P05546	Heparin cofactor 2	SERPIND1	205
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	17.4	17.4	17.4	13.38	0.0040161	4.8901	9564500	10	P06312	P06312	Ig kappa chain V-IV region	IGKV4-1	206
22.4938468933105	22.4541759490967	NaN	22.5006217956543	23.024097442627	22.7665023803711	22.6570262908936	22.7411689758301	23.2426357269287	23.4458179473877	23.3095245361328	22.771951675415	22.8248138427734	23.0195236206055	19.9746322631836	22.8330249786377	22.9046096801758	22.9974346160889	NaN	19.9237861633301	20.7211723327637	22.8683471679688	23.854621887207	23.3280029296875	23.1423320770264	21.2259979248047	23.1505813598633	21.9925498962402	23.3659973144531	23.4388561248779	23.2351589202881	22.8323879241943	23.4563846588135				34	34	34	50.8	50.8	50.8	85.696	0	323.31	1749700000	487	P06396;A0A0A0MS51;A0A0A0MT01;CON__Q3SX14;Q5T0I0;A0A0U1RQL8;Q5T0H8;REV__H0YJM7;REV__A0A6Q8PG26;REV__Q6TDU7;REV__F8W8F9	P06396;A0A0A0MS51;A0A0A0MT01	Gelsolin	GSN	207
NaN	NaN	NaN	NaN	NaN	17.1795196533203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.6670913696289	17.9715213775635	NaN	NaN	NaN	NaN	17.3122978210449	NaN	NaN				3	3	3	7.6	7.6	7.6	56.559	0	5.6606	4999400	6	P06576;H0YH81;F8W0P7;F8W079	P06576;H0YH81	ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta	ATP5B	208
28.5067672729492	27.699686050415	24.8537197113037	27.7790012359619	26.9725704193115	26.9364070892334	27.3274021148682	27.7119445800781	27.8309860229492	28.3941116333008	27.9941005706787	28.1320743560791	28.0012054443359	29.3283443450928	28.7451572418213	28.596549987793	28.1285400390625	28.9282112121582	27.9834842681885	28.2464923858643	29.1297931671143	28.953519821167	28.7117137908936	27.9534931182861	28.8986225128174	28.2825965881348	27.4596710205078	28.2959651947021	28.4288215637207	26.6959095001221	26.9147911071777	27.8048286437988	26.3700618743896				77	77	75	86.4	86.4	83.6	45.371	0	323.31	150730000000	4603	P06727	P06727	Apolipoprotein A-IV	APOA4	209
19.5749626159668	20.2955799102783	NaN	19.8671340942383	20.349271774292	19.939338684082	20.1883373260498	20.0598621368408	20.6954898834229	20.3779315948486	20.1397113800049	20.0874481201172	19.5923137664795	20.1497917175293	NaN	20.2886142730713	20.5119075775146	20.7350444793701	NaN	NaN	NaN	20.2879371643066	19.6968479156494	20.6070232391357	20.6742649078369	NaN	20.1230049133301	NaN	20.6715030670166	20.6647491455078	20.349271774292	20.4782276153564	20.6646633148193				16	16	16	35.1	35.1	35.1	65.163	0	323.31	242060000	182	P07357	P07357	Complement component C8 alpha chain	C8A	210
18.1857757568359	17.8061218261719	NaN	NaN	18.9158744812012	18.7506809234619	18.9951267242432	19.6514797210693	18.11989402771	19.9700050354004	18.6162624359131	NaN	19.1903896331787	NaN	NaN	NaN	19.9074783325195	18.6816082000732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.9307613372803	19.3669204711914	NaN	NaN	18.1344566345215	NaN				3	3	3	20.8	20.8	20.8	22.277	0	53.969	29046000	29	P07360	P07360	Complement component C8 gamma chain	C8G	211
19.0066776275635	18.7339019775391	NaN	18.7861862182617	18.7842712402344	19.2846202850342	18.7014083862305	18.9668827056885	19.3776969909668	NaN	19.171895980835	19.5930080413818	20.1169281005859	20.1895446777344	19.6055774688721	20.4448566436768	20.2856826782227	20.1104431152344	NaN	NaN	18.7092723846436	19.8424396514893	19.9129543304443	20.2842140197754	20.3002815246582	NaN	19.3231830596924	NaN	19.6301956176758	19.7950630187988	20.7216739654541	20.4533233642578	20.2066955566406				15	15	15	20	20	20	81.889	0	51.466	138070000	104	P07384;E9PLX0;E9PJJ3;E9PLC9;E9PMC6;E9PJA6;E9PSA6;E9PL37;E9PQB3;E9PRM1;E9PIA9	P07384	Calpain-1 catalytic subunit	CAPN1	212
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				5	4	4	18.5	15.9	15.9	41.742	0	7.5487	10731000	13	Q5ST81;Q5JP53;P07437;A0A0B4J269;P68371;Q13509;P04350;Q9BVA1;Q13885;G3V2A3;K7ESM5;Q9BUF5;M0R042;M0R2D3;M0QYM7	Q5ST81;Q5JP53;P07437;A0A0B4J269;P68371;Q13509;P04350;Q9BVA1;Q13885	Tubulin beta chain;Tubulin beta-4B chain;Tubulin beta-3 chain;Tubulin beta-4A chain;Tubulin beta-2B chain;Tubulin beta-2A chain	TUBB;TUBB3;TUBB4B;TUBB4A;TUBB2B;TUBB2A	213
18.6322574615479	18.7166595458984	NaN	18.6375732421875	17.6809234619141	18.7439270019531	19.3655109405518	18.2343502044678	18.0677604675293	19.6022281646729	19.8177051544189	19.6305522918701	19.9800834655762	19.3088359832764	NaN	19.9129829406738	18.9024219512939	19.2315864562988	NaN	NaN	NaN	NaN	NaN	NaN	19.5230369567871	NaN	NaN	NaN	18.0386943817139	NaN	NaN	NaN	NaN				4	4	4	23.3	23.3	23.3	19.608	0	14.557	31339000	29	P07741;H3BQF1;H3BQZ9;H3BSW3;H3BQB1	P07741;H3BQF1;H3BQZ9;H3BSW3;H3BQB1	Adenine phosphoribosyltransferase	APRT	214
17.8029708862305	18.0794219970703	NaN	NaN	NaN	18.1573371887207	NaN	17.7723026275635	NaN	NaN	17.9024219512939	NaN	NaN	NaN	19.3929710388184	NaN	18.6593761444092	NaN	NaN	NaN	NaN	19.3794326782227	19.0590953826904	NaN	19.147632598877	19.9785480499268	NaN	18.4375	NaN	17.3385620117188	17.9097061157227	18.2532196044922	17.796838760376				2	2	2	3.6	3.6	3.6	83.263	0	7.4964	13244000	19	P08238;P07900;Q14568;Q58FF8	P08238;P07900;Q14568;Q58FF8	Heat shock protein HSP 90-beta;Heat shock protein HSP 90-alpha;Heat shock protein HSP 90-alpha A2;Putative heat shock protein HSP 90-beta 2	HSP90AB1;HSP90AA1;HSP90AA2P;HSP90AB2P	215
NaN	NaN	NaN	NaN	NaN	19.3692016601563	20.3445129394531	20.7009162902832	NaN	20.3646354675293	19.8794822692871	19.5303726196289	19.1234092712402	18.3703727722168	NaN	NaN	20.7162399291992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.6238174438477	19.8332176208496	NaN	19.3320846557617	NaN	NaN	NaN	NaN			+	10	10	10	12.5	12.5	12.5	129.38	0	95.1	60401000	56	P07996;CON__Q28194;A8MZG1	P07996;CON__Q28194	Thrombospondin-1	THBS1	216
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				3	3	3	8.4	8.4	8.4	45.14	0.004065	5.151	4273500	3	P08185	P08185	Corticosteroid-binding globulin	SERPINA6	217
20.258451461792	20.0120906829834	NaN	18.1082496643066	21.1530132293701	20.5333595275879	20.2562637329102	18.5953598022461	19.4990158081055	NaN	NaN	17.064868927002	19.7244911193848	NaN	NaN	17.8743572235107	17.8442039489746	NaN	NaN	NaN	19.0719013214111	22.5581703186035	19.7138595581055	24.9948120117188	22.8365154266357	26.1768741607666	24.1550674438477	23.9483318328857	25.3110160827637	25.111198425293	21.5868740081787	22.0389556884766	23.8990135192871				30	30	30	44.1	44.1	44.1	501.31	0	323.31	876240000	272	P08519;A0A087WWY0	P08519	Apolipoprotein(a)	LPA	218
18.4897384643555	18.7650337219238	NaN	18.7415599822998	19.3902034759521	18.5769195556641	18.3302688598633	18.7461280822754	18.9432926177979	18.7902011871338	NaN	18.2696571350098	18.1832580566406	17.856595993042	NaN	NaN	18.1061534881592	18.5063381195068	NaN	19.0120906829834	NaN	NaN	NaN	18.7864093780518	18.8167839050293	NaN	NaN	NaN	NaN	18.4017887115479	NaN	18.4526996612549	18.4707622528076				6	6	6	23.4	23.4	23.4	40.124	0	21.836	50696000	34	P08567	P08567	Pleckstrin	PLEK	219
20.6074752807617	22.4419994354248	NaN	21.4012985229492	22.5177574157715	22.6719779968262	23.1886100769043	23.1419410705566	23.1288833618164	23.0740795135498	21.0967407226563	22.3713245391846	22.9661884307861	22.2790069580078	NaN	22.1479606628418	23.0848236083984	22.0794296264648	NaN	NaN	NaN	22.5934314727783	23.5472202301025	21.8068370819092	23.084774017334	20.9453525543213	23.70334815979	21.782527923584	23.2775325775146	23.1949634552002	22.9748439788818	21.4490966796875	22.5564651489258				67	67	58	60.9	60.9	51.8	139.09	0	323.31	3790300000	1286	P08603;A0A0D9SG88;Q5TFM2;A0A087WYK9;Q6NSD3	P08603	Complement factor H	CFH	220
20.4139003753662	20.668909072876	NaN	20.3671970367432	20.8692150115967	20.6218509674072	20.0576171875	20.1815605163574	20.4230632781982	20.3975944519043	20.264533996582	20.6574401855469	20.4189529418945	20.6973571777344	19.64772605896	20.4675216674805	20.6166572570801	20.6843166351318	NaN	NaN	20.1825294494629	20.5839862823486	20.098669052124	20.3816318511963	20.6628379821777	20.4761524200439	20.0937786102295	21.0913906097412	20.273099899292	20.7791652679443	20.4825668334961	20.71506690979	21.4672241210938				9	9	8	24.8	24.8	22.6	54.565	0	118.2	197460000	114	P08697;A0A0G2JPA8;C9JMH6;A0A0J9YY65;C9JPV4;A0A0J9YWQ3	P08697;A0A0G2JPA8;C9JMH6;A0A0J9YY65	Alpha-2-antiplasmin	SERPINF2	221
23.9717597961426	23.8719234466553	NaN	23.3964977264404	23.4798812866211	24.2815704345703	24.4606399536133	24.2166004180908	22.8843307495117	25.1024951934814	24.4205341339111	24.7247352600098	25.7018699645996	24.0788745880127	21.7103233337402	23.7196273803711	25.0331344604492	24.1629238128662	NaN	21.3654365539551	NaN	21.5258312225342	22.8610382080078	22.8571891784668	23.5710315704346	22.7332439422607	24.3107738494873	21.7249641418457	23.9798049926758	22.9604034423828	24.4831466674805	20.7716884613037	21.2667083740234				69	69	1	44.1	44.1	1	192.75	0	323.31	4208500000	1138	P0C0L5;F5GXS0;A0A3B3ISA6	P0C0L5;F5GXS0;A0A3B3ISA6	Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain	C4B	222
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.8195457458496	19.5100727081299	NaN	NaN	19.4969310760498	NaN	NaN	NaN	20.7273349761963	NaN	NaN	NaN	NaN	NaN				4	2	2	52.5	29.5	29.5	13.532	0	5.4117	17049000	13	P0DJI8;E9PQD6	P0DJI8;E9PQD6	Serum amyloid A-1 protein;Amyloid protein A;Serum amyloid protein A(2-104);Serum amyloid protein A(3-104);Serum amyloid protein A(2-103);Serum amyloid protein A(2-102);Serum amyloid protein A(4-101);Serum amyloid A protein	SAA1	223
NaN	24.0596961975098	NaN	23.7681999206543	23.8436431884766	23.504337310791	23.7817687988281	23.5673236846924	24.345027923584	NaN	NaN	24.467435836792	23.2032623291016	23.5701065063477	23.889669418335	23.8748340606689	23.6043338775635	23.9822444915771	23.2961406707764	23.389949798584	23.1758766174316	24.4487190246582	24.2543621063232	24.6927471160889	23.8229885101318	24.6214275360107	NaN	25.19944190979	23.7842674255371	22.0484981536865	NaN	23.9340915679932	22.1702938079834				10	10	4	74.5	74.5	34.9	11.293	0	323.31	1900200000	505	P0DOY2;P0DOY3;P0CF74	P0DOY2;P0DOY3			224
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	6.9	6.9	6.9	35.015	0.0065359	3.0562	6698700	3	P10646	P10646	Tissue factor pathway inhibitor	TFPI	225
26.8864631652832	26.4017639160156	24.3725872039795	26.6835136413574	26.7943916320801	26.0589332580566	25.8547897338867	26.5281600952148	26.7790641784668	26.2185230255127	26.4141273498535	26.2452869415283	25.8749504089355	26.2017230987549	27.8940010070801	26.4917030334473	25.7933502197266	26.0870342254639	26.3675479888916	26.1884651184082	27.0538272857666	26.7638263702393	26.6533508300781	27.202564239502	26.5589122772217	28.9297351837158	25.8656845092773	29.2057609558105	26.1103229522705	25.6061420440674	24.892219543457	25.6501502990723	25.277214050293				28	28	28	49.7	49.7	49.7	52.494	0	323.31	13122000000	1146	P10909;H0YC35;H0YLK8;E7ETB4;E7ERK6;H0YAS8;E5RG36;E5RGB0;E5RH61;E5RJZ5;CON__P17697	P10909;H0YC35;H0YLK8	Clusterin;Clusterin beta chain;Clusterin alpha chain;Clusterin	CLU	226
19.291898727417	NaN	NaN	NaN	NaN	NaN	18.378776550293	NaN	18.3388233184814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.8251628875732	NaN	NaN	19.9313526153564	18.8649291992188			+	12	7	0	30.1	21.4	0	49.588	0	35.864	19360000	23	P13646;K7ERE3;CON__ENSEMBL:ENSP00000377550;K7EMD9	P13646;K7ERE3;CON__ENSEMBL:ENSP00000377550;K7EMD9	Keratin, type I cytoskeletal 13	KRT13	227
NaN	19.1221199035645	NaN	NaN	19.1584224700928	19.612756729126	19.1599006652832	19.4258308410645	19.054069519043	19.8465919494629	NaN	19.5968151092529	20.0595970153809	19.3186225891113	NaN	19.540225982666	20.1343307495117	19.3635654449463	NaN	NaN	NaN	19.3858909606934	20.5161457061768	19.0840244293213	19.3967170715332	NaN	19.7311038970947	18.7626667022705	19.751335144043	19.8520450592041	20.1851940155029	18.8092021942139	19.7322311401367				10	10	10	15.7	15.7	15.7	104.79	0	65.364	95160000	105	P13671;C9JC72	P13671	Complement component C6	C6	228
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	7	7	7	42.187	0.0068493	3.338	2076100	4	P14151	P14151	L-selectin	SELL	229
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				3	3	3	4	4	4	109.54	0	5.4281	2726600	7	P15144;H0YLZ8	P15144	Aminopeptidase N	ANPEP	230
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.5416259765625	NaN	NaN	NaN	NaN	18.2517871856689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.8854827880859	NaN	NaN	NaN	17.9139175415039	NaN	17.0146522521973				3	3	3	6.3	6.3	6.3	52.286	0.003861	4.4078	4097500	6	P15169;CON__Q2KJ83	P15169	Carboxypeptidase N catalytic chain	CPN1	231
20.8550605773926	19.7466850280762	NaN	20.5251617431641	20.5456657409668	20.5212364196777	19.9640922546387	20.8530044555664	20.884126663208	21.5420322418213	21.1226253509521	21.1476192474365	21.3300838470459	21.0145435333252	NaN	21.4844875335693	20.5614147186279	20.9944496154785	NaN	NaN	20.073917388916	20.7056484222412	20.5109424591064	20.2673950195313	20.9851665496826	20.9474945068359	19.9614105224609	19.1861877441406	20.1404609680176	20.2956924438477	20.4062385559082	20.8170642852783	20.7078418731689				43	43	43	44.4	44.4	44.4	123.8	0	200.19	601040000	397	P18206;A0A096LPE1	P18206	Vinculin	VCL	232
NaN	NaN	NaN	18.7432689666748	NaN	NaN	19.2624702453613	19.7594203948975	NaN	NaN	NaN	18.5398864746094	18.5955410003662	NaN	NaN	NaN	19.0267772674561	17.9405994415283	NaN	NaN	NaN	NaN	NaN	NaN	18.7085990905762	NaN	19.7295932769775	NaN	19.1979656219482	19.3579730987549	19.2167930603027	NaN	19.910701751709				4	4	4	13.3	13.3	13.3	53.383	0	17.013	20982000	17	P18428	P18428	Lipopolysaccharide-binding protein	LBP	233
19.1034164428711	19.1969566345215	NaN	18.9784641265869	19.8441257476807	20.0760059356689	20.7497653961182	20.7313194274902	20.9875965118408	20.5055255889893	19.9025249481201	19.6016120910645	20.1725540161133	19.3447723388672	NaN	18.8578414916992	20.864839553833	18.5014877319336	NaN	NaN	NaN	19.7403087615967	20.439489364624	19.9116821289063	20.1108245849609	19.2363357543945	20.8419933319092	21.4370536804199	20.4278774261475	19.9604206085205	20.9233207702637	19.8608150482178	20.0963554382324				12	12	12	18.1	18.1	18.1	105.21	0	302.13	167800000	122	Q5T985;P19823;Q5T987;CON__Q9TRI1	Q5T985;P19823;Q5T987	Inter-alpha-trypsin inhibitor heavy chain H2	ITIH2	234
18.4570770263672	18.3935165405273	NaN	19.2633647918701	19.4948444366455	20.0244522094727	20.2132377624512	20.3945636749268	19.5181846618652	20.7399120330811	19.1561527252197	19.5671272277832	20.1915950775146	19.5266704559326	NaN	19.3909797668457	21.019437789917	19.2764205932617	NaN	NaN	NaN	19.1641063690186	19.8659725189209	18.6946563720703	19.1872024536133	19.3500938415527	21.0792655944824	19.5632038116455	19.9577312469482	20.2365474700928	20.6907253265381	19.0829086303711	19.9632453918457				11	11	11	15.6	15.6	15.6	101.39	0	313.66	147190000	113	P19827;F8WAS2;H7C0N0;CON__Q0VCM5	P19827	Inter-alpha-trypsin inhibitor heavy chain H1	ITIH1	235
